iteration,puzzle_id,method,best_move_score,move_score
44,58,Qwen:32B,684,513
45,58,Qwen:32B,684,513
46,58,Qwen:32B,684,513
47,58,Qwen:32B,684,513
48,58,Qwen:32B,684,513
49,58,Qwen:32B,684,513
50,58,Qwen:32B,684,513
1,59,Qwen:32B,518,128
2,59,Qwen:32B,518,128
3,59,Qwen:32B,518,128
4,59,Qwen:32B,518,128
5,59,Qwen:32B,518,128
6,59,Qwen:32B,518,128
7,59,Qwen:32B,518,119
8,59,Qwen:32B,518,128
9,59,Qwen:32B,518,119
10,59,Qwen:32B,518,119
11,59,Qwen:32B,518,128
12,59,Qwen:32B,518,128
13,59,Qwen:32B,518,119
14,59,Qwen:32B,518,119
15,59,Qwen:32B,518,128
16,59,Qwen:32B,518,128
17,59,Qwen:32B,518,128
18,59,Qwen:32B,518,128
19,59,Qwen:32B,518,128
20,59,Qwen:32B,518,38
21,59,Qwen:32B,518,128
22,59,Qwen:32B,518,128
23,59,Qwen:32B,518,128
24,59,Qwen:32B,518,128
25,59,Qwen:32B,518,128
26,59,Qwen:32B,518,128
27,59,Qwen:32B,518,128
28,59,Qwen:32B,518,119
29,59,Qwen:32B,518,119
30,59,Qwen:32B,518,128
31,59,Qwen:32B,518,128
32,59,Qwen:32B,518,128
33,59,Qwen:32B,518,128
34,59,Qwen:32B,518,38
35,59,Qwen:32B,518,128
36,59,Qwen:32B,518,128
37,59,Qwen:32B,518,128
38,59,Qwen:32B,518,38
39,59,Qwen:32B,518,119
40,59,Qwen:32B,518,128
41,59,Qwen:32B,518,128
42,59,Qwen:32B,518,128
43,59,Qwen:32B,518,128
44,59,Qwen:32B,518,38
45,59,Qwen:32B,518,128
46,59,Qwen:32B,518,128
47,59,Qwen:32B,518,38
48,59,Qwen:32B,518,128
49,59,Qwen:32B,518,128
50,59,Qwen:32B,518,38
1,60,Qwen:32B,652,376
2,60,Qwen:32B,652,311
3,60,Qwen:32B,652,376
4,60,Qwen:32B,652,376
5,60,Qwen:32B,652,376
6,60,Qwen:32B,652,311
7,60,Qwen:32B,652,376
8,60,Qwen:32B,652,376
9,60,Qwen:32B,652,311
10,60,Qwen:32B,652,311
11,60,Qwen:32B,652,311
12,60,Qwen:32B,652,376
13,60,Qwen:32B,652,311
14,60,Qwen:32B,652,376
15,60,Qwen:32B,652,311
16,60,Qwen:32B,652,376
17,60,Qwen:32B,652,311
18,60,Qwen:32B,652,376
19,60,Qwen:32B,652,376
20,60,Qwen:32B,652,311
21,60,Qwen:32B,652,311
22,60,Qwen:32B,652,376
23,60,Qwen:32B,652,376
24,60,Qwen:32B,652,376
25,60,Qwen:32B,652,311
26,60,Qwen:32B,652,376
27,60,Qwen:32B,652,376
28,60,Qwen:32B,652,376
29,60,Qwen:32B,652,376
30,60,Qwen:32B,652,376
31,60,Qwen:32B,652,376
32,60,Qwen:32B,652,311
33,60,Qwen:32B,652,311
34,60,Qwen:32B,652,311
35,60,Qwen:32B,652,376
36,60,Qwen:32B,652,376
37,60,Qwen:32B,652,311
38,60,Qwen:32B,652,376
39,60,Qwen:32B,652,311
40,60,Qwen:32B,652,376
41,60,Qwen:32B,652,376
42,60,Qwen:32B,652,311
43,60,Qwen:32B,652,311
44,60,Qwen:32B,652,311
45,60,Qwen:32B,652,376
46,60,Qwen:32B,652,376
47,60,Qwen:32B,652,376
48,60,Qwen:32B,652,376
49,60,Qwen:32B,652,376
50,60,Qwen:32B,652,311
1,61,Qwen:32B,332,-196
2,61,Qwen:32B,332,56
3,61,Qwen:32B,332,-196
4,61,Qwen:32B,332,56
5,61,Qwen:32B,332,56
6,61,Qwen:32B,332,56
7,61,Qwen:32B,332,56
8,61,Qwen:32B,332,-196
9,61,Qwen:32B,332,56
10,61,Qwen:32B,332,-196
11,61,Qwen:32B,332,-196
12,61,Qwen:32B,332,56
13,61,Qwen:32B,332,56
14,61,Qwen:32B,332,56
15,61,Qwen:32B,332,-259
16,61,Qwen:32B,332,-196
17,61,Qwen:32B,332,56
18,61,Qwen:32B,332,56
19,61,Qwen:32B,332,56
20,61,Qwen:32B,332,-259
21,61,Qwen:32B,332,56
22,61,Qwen:32B,332,-196
23,61,Qwen:32B,332,56
24,61,Qwen:32B,332,56
25,61,Qwen:32B,332,56
26,61,Qwen:32B,332,-196
27,61,Qwen:32B,332,56
28,61,Qwen:32B,332,56
29,61,Qwen:32B,332,56
30,61,Qwen:32B,332,56
31,61,Qwen:32B,332,56
32,61,Qwen:32B,332,56
33,61,Qwen:32B,332,56
34,61,Qwen:32B,332,-259
35,61,Qwen:32B,332,56
36,61,Qwen:32B,332,-259
37,61,Qwen:32B,332,-196
38,61,Qwen:32B,332,-196
39,61,Qwen:32B,332,56
40,61,Qwen:32B,332,-196
41,61,Qwen:32B,332,-196
42,61,Qwen:32B,332,56
43,61,Qwen:32B,332,56
44,61,Qwen:32B,332,-196
45,61,Qwen:32B,332,-196
46,61,Qwen:32B,332,56
47,61,Qwen:32B,332,56
48,61,Qwen:32B,332,56
49,61,Qwen:32B,332,56
50,61,Qwen:32B,332,56
1,62,Qwen:32B,596,112
2,62,Qwen:32B,596,112
3,62,Qwen:32B,596,112
4,62,Qwen:32B,596,112
5,62,Qwen:32B,596,112
6,62,Qwen:32B,596,112
7,62,Qwen:32B,596,112
8,62,Qwen:32B,596,112
9,62,Qwen:32B,596,112
10,62,Qwen:32B,596,112
11,62,Qwen:32B,596,112
12,62,Qwen:32B,596,112
13,62,Qwen:32B,596,112
14,62,Qwen:32B,596,-153
15,62,Qwen:32B,596,112
16,62,Qwen:32B,596,112
17,62,Qwen:32B,596,112
18,62,Qwen:32B,596,112
19,62,Qwen:32B,596,112
20,62,Qwen:32B,596,112
21,62,Qwen:32B,596,112
22,62,Qwen:32B,596,112
23,62,Qwen:32B,596,112
24,62,Qwen:32B,596,112
25,62,Qwen:32B,596,112
26,62,Qwen:32B,596,112
27,62,Qwen:32B,596,112
28,62,Qwen:32B,596,112
29,62,Qwen:32B,596,112
30,62,Qwen:32B,596,112
31,62,Qwen:32B,596,112
32,62,Qwen:32B,596,112
33,62,Qwen:32B,596,112
34,62,Qwen:32B,596,-57
35,62,Qwen:32B,596,-57
36,62,Qwen:32B,596,112
37,62,Qwen:32B,596,112
38,62,Qwen:32B,596,112
39,62,Qwen:32B,596,112
40,62,Qwen:32B,596,112
41,62,Qwen:32B,596,-57
42,62,Qwen:32B,596,112
43,62,Qwen:32B,596,-57
44,62,Qwen:32B,596,112
45,62,Qwen:32B,596,112
46,62,Qwen:32B,596,112
47,62,Qwen:32B,596,112
48,62,Qwen:32B,596,-57
49,62,Qwen:32B,596,112
50,62,Qwen:32B,596,-57
1,63,Qwen:32B,505,-634
2,63,Qwen:32B,505,-634
3,63,Qwen:32B,505,-665
4,63,Qwen:32B,505,-665
5,63,Qwen:32B,505,-634
6,63,Qwen:32B,505,-634
7,63,Qwen:32B,505,-618
8,63,Qwen:32B,505,-665
9,63,Qwen:32B,505,-634
10,63,Qwen:32B,505,-634
11,63,Qwen:32B,505,-634
12,63,Qwen:32B,505,-634
13,63,Qwen:32B,505,-665
14,63,Qwen:32B,505,-634
15,63,Qwen:32B,505,-634
16,63,Qwen:32B,505,-634
17,63,Qwen:32B,505,-634
18,63,Qwen:32B,505,-618
19,63,Qwen:32B,505,-634
20,63,Qwen:32B,505,-634
21,63,Qwen:32B,505,-665
22,63,Qwen:32B,505,-634
23,63,Qwen:32B,505,-634
24,63,Qwen:32B,505,-665
25,63,Qwen:32B,505,-665
26,63,Qwen:32B,505,-665
27,63,Qwen:32B,505,-665
28,63,Qwen:32B,505,-665
29,63,Qwen:32B,505,-665
30,63,Qwen:32B,505,-634
31,63,Qwen:32B,505,-665
32,63,Qwen:32B,505,-634
33,63,Qwen:32B,505,-634
34,63,Qwen:32B,505,-618
35,63,Qwen:32B,505,-665
36,63,Qwen:32B,505,-665
37,63,Qwen:32B,505,-634
38,63,Qwen:32B,505,-634
39,63,Qwen:32B,505,-665
40,63,Qwen:32B,505,-634
41,63,Qwen:32B,505,-665
42,63,Qwen:32B,505,-665
43,63,Qwen:32B,505,-634
44,63,Qwen:32B,505,-665
45,63,Qwen:32B,505,-618
46,63,Qwen:32B,505,-634
47,63,Qwen:32B,505,-665
48,63,Qwen:32B,505,-634
49,63,Qwen:32B,505,-634
50,63,Qwen:32B,505,-665
1,64,Qwen:32B,459,61
2,64,Qwen:32B,459,61
3,64,Qwen:32B,459,61
4,64,Qwen:32B,459,61
5,64,Qwen:32B,459,61
6,64,Qwen:32B,459,61
7,64,Qwen:32B,459,61
8,64,Qwen:32B,459,61
9,64,Qwen:32B,459,61
10,64,Qwen:32B,459,61
11,64,Qwen:32B,459,61
12,64,Qwen:32B,459,61
13,64,Qwen:32B,459,61
14,64,Qwen:32B,459,61
15,64,Qwen:32B,459,61
16,64,Qwen:32B,459,61
17,64,Qwen:32B,459,61
18,64,Qwen:32B,459,61
19,64,Qwen:32B,459,61
20,64,Qwen:32B,459,61
21,64,Qwen:32B,459,61
22,64,Qwen:32B,459,16
23,64,Qwen:32B,459,16
24,64,Qwen:32B,459,61
25,64,Qwen:32B,459,61
26,64,Qwen:32B,459,61
27,64,Qwen:32B,459,61
28,64,Qwen:32B,459,61
29,64,Qwen:32B,459,61
30,64,Qwen:32B,459,61
31,64,Qwen:32B,459,61
32,64,Qwen:32B,459,61
33,64,Qwen:32B,459,61
34,64,Qwen:32B,459,61
35,64,Qwen:32B,459,61
36,64,Qwen:32B,459,61
37,64,Qwen:32B,459,61
38,64,Qwen:32B,459,61
39,64,Qwen:32B,459,61
40,64,Qwen:32B,459,61
41,64,Qwen:32B,459,-230
42,64,Qwen:32B,459,61
43,64,Qwen:32B,459,-230
44,64,Qwen:32B,459,61
45,64,Qwen:32B,459,61
46,64,Qwen:32B,459,61
47,64,Qwen:32B,459,61
48,64,Qwen:32B,459,61
49,64,Qwen:32B,459,61
50,64,Qwen:32B,459,61
1,65,Qwen:32B,517,-659
2,65,Qwen:32B,517,-659
3,65,Qwen:32B,517,-610
4,65,Qwen:32B,517,-659
5,65,Qwen:32B,517,-659
6,65,Qwen:32B,517,-610
7,65,Qwen:32B,517,-610
8,65,Qwen:32B,517,-610
9,65,Qwen:32B,517,-659
10,65,Qwen:32B,517,-610
11,65,Qwen:32B,517,-659
12,65,Qwen:32B,517,-610
13,65,Qwen:32B,517,-659
14,65,Qwen:32B,517,-659
15,65,Qwen:32B,517,-659
16,65,Qwen:32B,517,-659
17,65,Qwen:32B,517,-610
18,65,Qwen:32B,517,-659
19,65,Qwen:32B,517,-659
20,65,Qwen:32B,517,-610
21,65,Qwen:32B,517,-610
22,65,Qwen:32B,517,-708
23,65,Qwen:32B,517,-659
24,65,Qwen:32B,517,-659
25,65,Qwen:32B,517,-659
26,65,Qwen:32B,517,-659
27,65,Qwen:32B,517,-610
28,65,Qwen:32B,517,-708
29,65,Qwen:32B,517,-708
30,65,Qwen:32B,517,-659
31,65,Qwen:32B,517,-659
32,65,Qwen:32B,517,-659
33,65,Qwen:32B,517,-610
34,65,Qwen:32B,517,-659
35,65,Qwen:32B,517,-708
36,65,Qwen:32B,517,-610
37,65,Qwen:32B,517,-659
38,65,Qwen:32B,517,-708
39,65,Qwen:32B,517,-659
40,65,Qwen:32B,517,-708
41,65,Qwen:32B,517,-610
42,65,Qwen:32B,517,-610
43,65,Qwen:32B,517,-610
44,65,Qwen:32B,517,-708
45,65,Qwen:32B,517,-659
46,65,Qwen:32B,517,-659
47,65,Qwen:32B,517,-659
48,65,Qwen:32B,517,-659
49,65,Qwen:32B,517,-708
50,65,Qwen:32B,517,-659
1,66,Qwen:32B,531,59
2,66,Qwen:32B,531,59
3,66,Qwen:32B,531,-175
4,66,Qwen:32B,531,-175
5,66,Qwen:32B,531,-175
6,66,Qwen:32B,531,-175
7,66,Qwen:32B,531,-175
8,66,Qwen:32B,531,-175
9,66,Qwen:32B,531,-175
10,66,Qwen:32B,531,-123
11,66,Qwen:32B,531,-175
12,66,Qwen:32B,531,-175
13,66,Qwen:32B,531,59
14,66,Qwen:32B,531,-175
15,66,Qwen:32B,531,-175
16,66,Qwen:32B,531,-175
17,66,Qwen:32B,531,59
18,66,Qwen:32B,531,-175
19,66,Qwen:32B,531,-175
20,66,Qwen:32B,531,-175
21,66,Qwen:32B,531,-175
22,66,Qwen:32B,531,-175
23,66,Qwen:32B,531,-123
24,66,Qwen:32B,531,59
25,66,Qwen:32B,531,-175
26,66,Qwen:32B,531,-123
27,66,Qwen:32B,531,-175
28,66,Qwen:32B,531,-175
29,66,Qwen:32B,531,-175
30,66,Qwen:32B,531,-175
31,66,Qwen:32B,531,59
32,66,Qwen:32B,531,59
33,66,Qwen:32B,531,59
34,66,Qwen:32B,531,-175
35,66,Qwen:32B,531,-175
36,66,Qwen:32B,531,59
37,66,Qwen:32B,531,-175
38,66,Qwen:32B,531,59
39,66,Qwen:32B,531,-175
40,66,Qwen:32B,531,59
41,66,Qwen:32B,531,-175
42,66,Qwen:32B,531,-175
43,66,Qwen:32B,531,-175
44,66,Qwen:32B,531,-175
45,66,Qwen:32B,531,-175
46,66,Qwen:32B,531,59
47,66,Qwen:32B,531,-175
48,66,Qwen:32B,531,59
49,66,Qwen:32B,531,-175
50,66,Qwen:32B,531,59
1,67,Qwen:32B,215,-56
2,67,Qwen:32B,215,-124
3,67,Qwen:32B,215,-56
4,67,Qwen:32B,215,-20
5,67,Qwen:32B,215,-20
6,67,Qwen:32B,215,-20
7,67,Qwen:32B,215,-56
8,67,Qwen:32B,215,-20
9,67,Qwen:32B,215,-20
10,67,Qwen:32B,215,-124
11,67,Qwen:32B,215,-124
12,67,Qwen:32B,215,-20
13,67,Qwen:32B,215,-20
14,67,Qwen:32B,215,-20
15,67,Qwen:32B,215,-124
16,67,Qwen:32B,215,-20
17,67,Qwen:32B,215,-124
18,67,Qwen:32B,215,-20
19,67,Qwen:32B,215,-56
20,67,Qwen:32B,215,-124
21,67,Qwen:32B,215,-20
22,67,Qwen:32B,215,-20
23,67,Qwen:32B,215,-56
24,67,Qwen:32B,215,-20
25,67,Qwen:32B,215,-20
26,67,Qwen:32B,215,-20
27,67,Qwen:32B,215,-20
28,67,Qwen:32B,215,-20
29,67,Qwen:32B,215,-20
30,67,Qwen:32B,215,-124
31,67,Qwen:32B,215,-20
32,67,Qwen:32B,215,-20
33,67,Qwen:32B,215,-20
34,67,Qwen:32B,215,-124
35,67,Qwen:32B,215,-124
36,67,Qwen:32B,215,-20
37,67,Qwen:32B,215,-124
38,67,Qwen:32B,215,-124
39,67,Qwen:32B,215,-124
40,67,Qwen:32B,215,-124
41,67,Qwen:32B,215,-20
42,67,Qwen:32B,215,-56
43,67,Qwen:32B,215,-124
44,67,Qwen:32B,215,-124
45,67,Qwen:32B,215,-20
46,67,Qwen:32B,215,-124
47,67,Qwen:32B,215,-124
48,67,Qwen:32B,215,-124
49,67,Qwen:32B,215,-56
50,67,Qwen:32B,215,-124
1,68,Qwen:32B,477,-119
2,68,Qwen:32B,477,-16
3,68,Qwen:32B,477,-16
4,68,Qwen:32B,477,-16
5,68,Qwen:32B,477,-16
6,68,Qwen:32B,477,-16
7,68,Qwen:32B,477,-16
8,68,Qwen:32B,477,-16
9,68,Qwen:32B,477,-201
10,68,Qwen:32B,477,-16
11,68,Qwen:32B,477,-16
12,68,Qwen:32B,477,-16
13,68,Qwen:32B,477,-16
14,68,Qwen:32B,477,-16
15,68,Qwen:32B,477,-119
16,68,Qwen:32B,477,-16
17,68,Qwen:32B,477,-16
18,68,Qwen:32B,477,-16
19,68,Qwen:32B,477,-16
20,68,Qwen:32B,477,-16
21,68,Qwen:32B,477,-16
22,68,Qwen:32B,477,-16
23,68,Qwen:32B,477,-16
24,68,Qwen:32B,477,-16
25,68,Qwen:32B,477,-201
26,68,Qwen:32B,477,-16
27,68,Qwen:32B,477,-16
28,68,Qwen:32B,477,-201
29,68,Qwen:32B,477,-201
30,68,Qwen:32B,477,-16
31,68,Qwen:32B,477,-16
32,68,Qwen:32B,477,-16
33,68,Qwen:32B,477,-16
34,68,Qwen:32B,477,-119
35,68,Qwen:32B,477,-16
36,68,Qwen:32B,477,-16
37,68,Qwen:32B,477,-201
38,68,Qwen:32B,477,-16
39,68,Qwen:32B,477,-16
40,68,Qwen:32B,477,-201
41,68,Qwen:32B,477,-16
42,68,Qwen:32B,477,-16
43,68,Qwen:32B,477,-16
44,68,Qwen:32B,477,-16
45,68,Qwen:32B,477,-16
46,68,Qwen:32B,477,-16
47,68,Qwen:32B,477,-16
48,68,Qwen:32B,477,-16
49,68,Qwen:32B,477,-16
50,68,Qwen:32B,477,-16
1,69,Qwen:32B,411,113
2,69,Qwen:32B,411,113
3,69,Qwen:32B,411,113
4,69,Qwen:32B,411,113
5,69,Qwen:32B,411,-192
6,69,Qwen:32B,411,24
7,69,Qwen:32B,411,113
8,69,Qwen:32B,411,113
9,69,Qwen:32B,411,113
10,69,Qwen:32B,411,24
11,69,Qwen:32B,411,113
12,69,Qwen:32B,411,24
13,69,Qwen:32B,411,24
14,69,Qwen:32B,411,113
15,69,Qwen:32B,411,24
16,69,Qwen:32B,411,-192
17,69,Qwen:32B,411,113
18,69,Qwen:32B,411,113
19,69,Qwen:32B,411,24
20,69,Qwen:32B,411,113
21,69,Qwen:32B,411,24
22,69,Qwen:32B,411,24
23,69,Qwen:32B,411,113
24,69,Qwen:32B,411,113
25,69,Qwen:32B,411,113
26,69,Qwen:32B,411,113
27,69,Qwen:32B,411,113
28,69,Qwen:32B,411,113
29,69,Qwen:32B,411,113
30,69,Qwen:32B,411,113
31,69,Qwen:32B,411,-192
32,69,Qwen:32B,411,113
33,69,Qwen:32B,411,-192
34,69,Qwen:32B,411,24
35,69,Qwen:32B,411,113
36,69,Qwen:32B,411,113
37,69,Qwen:32B,411,113
38,69,Qwen:32B,411,24
39,69,Qwen:32B,411,24
40,69,Qwen:32B,411,113
41,69,Qwen:32B,411,24
42,69,Qwen:32B,411,24
43,69,Qwen:32B,411,113
44,69,Qwen:32B,411,24
45,69,Qwen:32B,411,113
46,69,Qwen:32B,411,113
47,69,Qwen:32B,411,113
48,69,Qwen:32B,411,24
49,69,Qwen:32B,411,113
50,69,Qwen:32B,411,113
1,70,Qwen:32B,483,39
2,70,Qwen:32B,483,125
3,70,Qwen:32B,483,125
4,70,Qwen:32B,483,125
5,70,Qwen:32B,483,125
6,70,Qwen:32B,483,125
7,70,Qwen:32B,483,125
8,70,Qwen:32B,483,125
9,70,Qwen:32B,483,125
10,70,Qwen:32B,483,39
11,70,Qwen:32B,483,125
12,70,Qwen:32B,483,125
13,70,Qwen:32B,483,39
14,70,Qwen:32B,483,125
15,70,Qwen:32B,483,125
16,70,Qwen:32B,483,-199
17,70,Qwen:32B,483,-199
18,70,Qwen:32B,483,125
19,70,Qwen:32B,483,125
20,70,Qwen:32B,483,125
21,70,Qwen:32B,483,125
22,70,Qwen:32B,483,39
23,70,Qwen:32B,483,39
24,70,Qwen:32B,483,125
25,70,Qwen:32B,483,125
26,70,Qwen:32B,483,125
27,70,Qwen:32B,483,125
28,70,Qwen:32B,483,125
29,70,Qwen:32B,483,125
30,70,Qwen:32B,483,125
31,70,Qwen:32B,483,125
32,70,Qwen:32B,483,125
33,70,Qwen:32B,483,125
34,70,Qwen:32B,483,-199
35,70,Qwen:32B,483,125
36,70,Qwen:32B,483,125
37,70,Qwen:32B,483,125
38,70,Qwen:32B,483,39
39,70,Qwen:32B,483,125
40,70,Qwen:32B,483,-199
41,70,Qwen:32B,483,125
42,70,Qwen:32B,483,39
43,70,Qwen:32B,483,-199
44,70,Qwen:32B,483,125
45,70,Qwen:32B,483,125
46,70,Qwen:32B,483,39
47,70,Qwen:32B,483,125
48,70,Qwen:32B,483,125
49,70,Qwen:32B,483,125
50,70,Qwen:32B,483,125
1,71,Qwen:32B,498,168
2,71,Qwen:32B,498,168
3,71,Qwen:32B,498,168
4,71,Qwen:32B,498,-113
5,71,Qwen:32B,498,-113
6,71,Qwen:32B,498,166
7,71,Qwen:32B,498,168
8,71,Qwen:32B,498,166
9,71,Qwen:32B,498,-113
10,71,Qwen:32B,498,166
11,71,Qwen:32B,498,168
12,71,Qwen:32B,498,168
13,71,Qwen:32B,498,168
14,71,Qwen:32B,498,168
15,71,Qwen:32B,498,168
16,71,Qwen:32B,498,166
17,71,Qwen:32B,498,166
18,71,Qwen:32B,498,166
19,71,Qwen:32B,498,168
20,71,Qwen:32B,498,-113
21,71,Qwen:32B,498,168
22,71,Qwen:32B,498,168
23,71,Qwen:32B,498,166
24,71,Qwen:32B,498,168
25,71,Qwen:32B,498,168
26,71,Qwen:32B,498,168
27,71,Qwen:32B,498,166
28,71,Qwen:32B,498,168
29,71,Qwen:32B,498,168
30,71,Qwen:32B,498,168
31,71,Qwen:32B,498,166
32,71,Qwen:32B,498,168
33,71,Qwen:32B,498,168
34,71,Qwen:32B,498,-113
35,71,Qwen:32B,498,-113
36,71,Qwen:32B,498,166
37,71,Qwen:32B,498,166
38,71,Qwen:32B,498,168
39,71,Qwen:32B,498,168
40,71,Qwen:32B,498,168
41,71,Qwen:32B,498,166
42,71,Qwen:32B,498,168
43,71,Qwen:32B,498,168
44,71,Qwen:32B,498,-113
45,71,Qwen:32B,498,166
46,71,Qwen:32B,498,168
47,71,Qwen:32B,498,168
48,71,Qwen:32B,498,168
49,71,Qwen:32B,498,168
50,71,Qwen:32B,498,-113
1,72,Qwen:32B,539,170
2,72,Qwen:32B,539,170
3,72,Qwen:32B,539,-212
4,72,Qwen:32B,539,170
5,72,Qwen:32B,539,170
6,72,Qwen:32B,539,170
7,72,Qwen:32B,539,170
8,72,Qwen:32B,539,159
9,72,Qwen:32B,539,159
10,72,Qwen:32B,539,170
11,72,Qwen:32B,539,170
12,72,Qwen:32B,539,170
13,72,Qwen:32B,539,170
14,72,Qwen:32B,539,170
15,72,Qwen:32B,539,170
16,72,Qwen:32B,539,170
17,72,Qwen:32B,539,-212
18,72,Qwen:32B,539,170
19,72,Qwen:32B,539,170
20,72,Qwen:32B,539,170
21,72,Qwen:32B,539,170
22,72,Qwen:32B,539,-212
23,72,Qwen:32B,539,170
24,72,Qwen:32B,539,170
25,72,Qwen:32B,539,170
26,72,Qwen:32B,539,-212
27,72,Qwen:32B,539,159
28,72,Qwen:32B,539,170
29,72,Qwen:32B,539,170
30,72,Qwen:32B,539,159
31,72,Qwen:32B,539,-212
32,72,Qwen:32B,539,170
33,72,Qwen:32B,539,170
34,72,Qwen:32B,539,-212
35,72,Qwen:32B,539,170
36,72,Qwen:32B,539,170
37,72,Qwen:32B,539,170
38,72,Qwen:32B,539,159
39,72,Qwen:32B,539,170
40,72,Qwen:32B,539,170
41,72,Qwen:32B,539,170
42,72,Qwen:32B,539,170
43,72,Qwen:32B,539,170
44,72,Qwen:32B,539,170
45,72,Qwen:32B,539,159
46,72,Qwen:32B,539,170
47,72,Qwen:32B,539,170
48,72,Qwen:32B,539,170
49,72,Qwen:32B,539,170
50,72,Qwen:32B,539,170
1,73,Qwen:32B,498,51
2,73,Qwen:32B,498,111
3,73,Qwen:32B,498,111
4,73,Qwen:32B,498,111
5,73,Qwen:32B,498,111
6,73,Qwen:32B,498,-206
7,73,Qwen:32B,498,111
8,73,Qwen:32B,498,111
9,73,Qwen:32B,498,111
10,73,Qwen:32B,498,111
11,73,Qwen:32B,498,111
12,73,Qwen:32B,498,111
13,73,Qwen:32B,498,111
14,73,Qwen:32B,498,-206
15,73,Qwen:32B,498,111
16,73,Qwen:32B,498,111
17,73,Qwen:32B,498,111
18,73,Qwen:32B,498,111
19,73,Qwen:32B,498,51
20,73,Qwen:32B,498,111
21,73,Qwen:32B,498,111
22,73,Qwen:32B,498,111
23,73,Qwen:32B,498,51
24,73,Qwen:32B,498,111
25,73,Qwen:32B,498,111
26,73,Qwen:32B,498,51
27,73,Qwen:32B,498,111
28,73,Qwen:32B,498,111
29,73,Qwen:32B,498,-206
30,73,Qwen:32B,498,111
31,73,Qwen:32B,498,111
32,73,Qwen:32B,498,51
33,73,Qwen:32B,498,-206
34,73,Qwen:32B,498,111
35,73,Qwen:32B,498,111
36,73,Qwen:32B,498,111
37,73,Qwen:32B,498,111
38,73,Qwen:32B,498,111
39,73,Qwen:32B,498,-206
40,73,Qwen:32B,498,111
41,73,Qwen:32B,498,111
42,73,Qwen:32B,498,111
43,73,Qwen:32B,498,111
44,73,Qwen:32B,498,111
45,73,Qwen:32B,498,111
46,73,Qwen:32B,498,111
47,73,Qwen:32B,498,111
48,73,Qwen:32B,498,111
49,73,Qwen:32B,498,111
50,73,Qwen:32B,498,111
1,74,Qwen:32B,499,55
2,74,Qwen:32B,499,-47
3,74,Qwen:32B,499,-47
4,74,Qwen:32B,499,55
5,74,Qwen:32B,499,-47
6,74,Qwen:32B,499,55
7,74,Qwen:32B,499,-47
8,74,Qwen:32B,499,55
9,74,Qwen:32B,499,-225
10,74,Qwen:32B,499,55
11,74,Qwen:32B,499,-47
12,74,Qwen:32B,499,55
13,74,Qwen:32B,499,55
14,74,Qwen:32B,499,55
15,74,Qwen:32B,499,55
16,74,Qwen:32B,499,55
17,74,Qwen:32B,499,55
18,74,Qwen:32B,499,-225
19,74,Qwen:32B,499,55
20,74,Qwen:32B,499,55
21,74,Qwen:32B,499,55
22,74,Qwen:32B,499,55
23,74,Qwen:32B,499,-47
24,74,Qwen:32B,499,-225
25,74,Qwen:32B,499,55
26,74,Qwen:32B,499,55
27,74,Qwen:32B,499,55
28,74,Qwen:32B,499,55
29,74,Qwen:32B,499,-47
30,74,Qwen:32B,499,55
31,74,Qwen:32B,499,55
32,74,Qwen:32B,499,-47
33,74,Qwen:32B,499,55
34,74,Qwen:32B,499,55
35,74,Qwen:32B,499,55
36,74,Qwen:32B,499,-47
37,74,Qwen:32B,499,-225
38,74,Qwen:32B,499,-225
39,74,Qwen:32B,499,55
40,74,Qwen:32B,499,-225
41,74,Qwen:32B,499,-47
42,74,Qwen:32B,499,55
43,74,Qwen:32B,499,-225
44,74,Qwen:32B,499,55
45,74,Qwen:32B,499,55
46,74,Qwen:32B,499,55
47,74,Qwen:32B,499,55
48,74,Qwen:32B,499,13
49,74,Qwen:32B,499,-47
50,74,Qwen:32B,499,55
1,75,Qwen:32B,526,238
2,75,Qwen:32B,526,238
3,75,Qwen:32B,526,238
4,75,Qwen:32B,526,238
5,75,Qwen:32B,526,238
6,75,Qwen:32B,526,238
7,75,Qwen:32B,526,238
8,75,Qwen:32B,526,238
9,75,Qwen:32B,526,238
10,75,Qwen:32B,526,238
11,75,Qwen:32B,526,166
12,75,Qwen:32B,526,166
13,75,Qwen:32B,526,238
14,75,Qwen:32B,526,238
15,75,Qwen:32B,526,238
16,75,Qwen:32B,526,238
17,75,Qwen:32B,526,238
18,75,Qwen:32B,526,166
19,75,Qwen:32B,526,238
20,75,Qwen:32B,526,166
21,75,Qwen:32B,526,32
22,75,Qwen:32B,526,238
23,75,Qwen:32B,526,238
24,75,Qwen:32B,526,238
25,75,Qwen:32B,526,238
26,75,Qwen:32B,526,166
27,75,Qwen:32B,526,238
28,75,Qwen:32B,526,238
29,75,Qwen:32B,526,166
30,75,Qwen:32B,526,166
31,75,Qwen:32B,526,238
32,75,Qwen:32B,526,238
33,75,Qwen:32B,526,166
34,75,Qwen:32B,526,238
35,75,Qwen:32B,526,238
36,75,Qwen:32B,526,238
37,75,Qwen:32B,526,238
38,75,Qwen:32B,526,238
39,75,Qwen:32B,526,238
40,75,Qwen:32B,526,238
41,75,Qwen:32B,526,32
42,75,Qwen:32B,526,238
43,75,Qwen:32B,526,238
44,75,Qwen:32B,526,238
45,75,Qwen:32B,526,238
46,75,Qwen:32B,526,238
47,75,Qwen:32B,526,166
