FEN
rnbqkr2/pp2ppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQq - 1 9
rn1qk2r/pp2ppbp/1n1p2p1/P4b2/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
r1bqk2r/pp1nppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rn1qk2r/pp2ppbp/1n1pb1p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbq3r/pp1kppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQ - 1 9
rn1qk2r/pp2ppbp/1n1p2p1/P7/2PP4/5N1b/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqkb1r/pp2pp1p/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rn1qk2r/pp2ppbp/1n1p2p1/P7/2PP2b1/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2pp1p/1n1p2p1/P7/2Pb4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
r1bqk2r/pp2ppbp/1nnp2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
r1bqk2r/pp2ppbp/nn1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbq1rk1/pp2ppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQ - 1 9
rnbqk2r/pp2pp1p/1n1p1bp1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2ppb1/1n1p2pp/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2pp1p/1n1p2pb/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp1nppbp/3p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2ppbp/3p2p1/P2n4/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2pp1p/1n1p2p1/P3b3/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2ppb1/1n1p2p1/P6p/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/1p2ppbp/pn1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2ppbp/1n4p1/P2p4/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2ppbp/3p2p1/P7/n1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnbqk2r/pp2p1bp/1n1p1pp1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2ppbp/3p2p1/P7/2nP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp3pbp/1n1pp1p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp3pbp/1n1p2p1/P3p3/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2p1bp/1n1p2p1/P4p2/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnbqk2r/pp2ppbp/1n1p4/P5p1/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 9
rnb1k2r/pp1nppbp/1q1p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
r1bqk2r/pp1nppbp/2np2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnb1k2r/ppqnppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnb1k2r/pp1nppbp/3p2p1/q7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk1r1/pp1nppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQq - 3 10
rnbq1k1r/pp1nppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQ - 3 10
rnbqk2r/pp1npp1p/3p2pb/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqk2r/pp2ppbp/1n1p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqkb1r/pp1npp1p/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqkr2/pp1nppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQq - 3 10
rnbqk2r/pp2ppbp/3p1np1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
r1bqk2r/pp1nppbp/n2p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqk2r/pp2ppbp/3p2p1/P1n5/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqkn1r/pp2ppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqk2r/pp1npp1p/3p2p1/P7/2Pb4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1npp1p/3p1bp1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqk2r/1p1nppbp/p2p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp2ppbp/3p2p1/P3n3/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbq1rk1/pp1nppbp/3p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQ - 3 10
rnbqk2r/pp1nppbp/6p1/P2p4/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1npp1p/3p2p1/P3b3/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 3 10
rnbqk2r/pp1nppbp/3p4/P5p1/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1n1pbp/3pp1p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1nppb1/3p2p1/P6p/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/p2nppbp/3p2p1/Pp6/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq b6 0 10
rnbqk2r/pp1np1bp/3p1pp1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/p2nppbp/1p1p2p1/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1nppb1/3p2pp/P7/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1n1pbp/3p2p1/P3p3/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
rnbqk2r/pp1np1bp/3p2p1/P4p2/2PP4/5N2/1P1B1PPP/RN1QKB1R w KQkq - 0 10
r1b1k2r/pp1nppbp/1qnp2p1/P7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQkq - 5 11
r1b1k2r/pp1nppbp/2np2p1/q7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQkq - 0 11
r1bqkb1r/pp1npp1p/2np2p1/P7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQkq - 5 11
r1b1k2r/ppqnppbp/2np2p1/P7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQkq - 5 11
r1bqk2r/pp1npp1p/2np2pb/P7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQkq - 5 11
1rbqk2r/pp1nppbp/2np2p1/P7/2PP4/2B2N2/1P3PPP/RN1QKB1R w KQk - 5 11
