Iteration,Puzzle ID,Method,Best Move Score,Move made by Random Score
26,99,Random,262,82
27,99,Random,262,32
28,99,Random,262,48
29,99,Random,262,81
30,99,Random,262,38
31,99,Random,262,67
32,99,Random,262,84
33,99,Random,262,94
34,99,Random,262,58
35,99,Random,262,81
36,99,Random,262,111
37,99,Random,262,-49
38,99,Random,262,22
39,99,Random,262,75
40,99,Random,262,50
41,99,Random,262,120
42,99,Random,262,48
43,99,Random,262,63
44,99,Random,262,22
45,99,Random,262,114
46,99,Random,262,84
47,99,Random,262,63
48,99,Random,262,81
49,99,Random,262,84
0,100,Random,96,146
1,100,Random,96,-756
2,100,Random,96,96
3,100,Random,96,72
4,100,Random,96,72
5,100,Random,96,-407
6,100,Random,96,54
7,100,Random,96,77
8,100,Random,96,39
9,100,Random,96,-2
10,100,Random,96,54
11,100,Random,96,85
12,100,Random,96,-13
13,100,Random,96,-407
14,100,Random,96,-32
15,100,Random,96,45
16,100,Random,96,63
17,100,Random,96,29
18,100,Random,96,34
19,100,Random,96,-10
20,100,Random,96,-701
21,100,Random,96,45
22,100,Random,96,-756
23,100,Random,96,59
24,100,Random,96,146
25,100,Random,96,146
26,100,Random,96,67
27,100,Random,96,-13
28,100,Random,96,12
29,100,Random,96,50
30,100,Random,96,-4
31,100,Random,96,31
32,100,Random,96,51
33,100,Random,96,54
34,100,Random,96,29
35,100,Random,96,50
36,100,Random,96,95
37,100,Random,96,-174
38,100,Random,96,6
39,100,Random,96,45
40,100,Random,96,-2
41,100,Random,96,146
42,100,Random,96,12
43,100,Random,96,-10
44,100,Random,96,6
45,100,Random,96,117
46,100,Random,96,51
47,100,Random,96,59
48,100,Random,96,50
49,100,Random,96,51
